index,First Author,Title,Year,Citations
237,"Forman-Hoffman, Valerie L.","Quality improvement, implementation, and dissemination strategies to
   improve mental health care for children and adolescents: a systematic
   review",2017,29
264,"Elfeddali, Iman","A Randomized Controlled Trial of Web-Based Attentional Bias Modification
   to Help Smokers Quit",2016,29
298,"de Visser, Richard O.","Using Qualitative Methods Within a Mixed-Methods Approach to Developing
   and Evaluating Interventions to Address Harmful Alcohol Use Among Young
   People",2015,29
346,"Drahota, Amy","Developing the Autism Model of Implementation for Autism spectrum
   disorder community providers: study protocol",2012,29
349,"Renner, Britta","Dynamic Psychological and Behavioral Changes in the Adoption and
   Maintenance of Exercise",2012,29
649,"Middleton, Jennifer Cook","Quality improvement, implementation, and dissemination strategies to
   improve mental health care for children and adolescents: a systematic
   review",2017,29
709,"Graber, Rebecca","Using Qualitative Methods Within a Mixed-Methods Approach to Developing
   and Evaluating Interventions to Address Harmful Alcohol Use Among Young
   People",2015,29
1047,"McKeeman,   Joni L.","Quality improvement, implementation, and dissemination strategies to
   improve mental health care for children and adolescents: a systematic
   review",2017,29
1105,"Hart, Angie","Using Qualitative Methods Within a Mixed-Methods Approach to Developing
   and Evaluating Interventions to Address Harmful Alcohol Use Among Young
   People",2015,29
1149,"Ghisletta, Paolo","Dynamic Psychological and Behavioral Changes in the Adoption and
   Maintenance of Exercise",2012,29
1403,"Stambaugh, Leyla F.","Quality improvement, implementation, and dissemination strategies to
   improve mental health care for children and adolescents: a systematic
   review",2017,29
1424,"Pronk,   Thomas","A Randomized Controlled Trial of Web-Based Attentional Bias Modification
   to Help Smokers Quit",2016,29
1454,"Abraham,   Charles","Using Qualitative Methods Within a Mixed-Methods Approach to Developing
   and Evaluating Interventions to Address Harmful Alcohol Use Among Young
   People",2015,29
1489,"Absetz,   Pilvikki","Dynamic Psychological and Behavioral Changes in the Adoption and
   Maintenance of Exercise",2012,29
1718,"Christian, Robert B.","Quality improvement, implementation, and dissemination strategies to
   improve mental health care for children and adolescents: a systematic
   review",2017,29
1734,"Wiers, Reinout W.","A Randomized Controlled Trial of Web-Based Attentional Bias Modification
   to Help Smokers Quit",2016,29
1757,"Scanlon, Tom","Using Qualitative Methods Within a Mixed-Methods Approach to Developing
   and Evaluating Interventions to Address Harmful Alcohol Use Among Young
   People",2015,29
1977,"Gaynes,   Bradley N.","Quality improvement, implementation, and dissemination strategies to
   improve mental health care for children and adolescents: a systematic
   review",2017,29
2003,"Watten, Phil","Using Qualitative Methods Within a Mixed-Methods Approach to Developing
   and Evaluating Interventions to Address Harmful Alcohol Use Among Young
   People",2015,29
2190,"Kane, Heather Lynne","Quality improvement, implementation, and dissemination strategies to
   improve mental health care for children and adolescents: a systematic
   review",2017,29
2212,"Memon, Anjum","Using Qualitative Methods Within a Mixed-Methods Approach to Developing
   and Evaluating Interventions to Address Harmful Alcohol Use Among Young
   People",2015,29
2354,"Kahwati, Leila C.","Quality improvement, implementation, and dissemination strategies to
   improve mental health care for children and adolescents: a systematic
   review",2017,29
2484,"Lohr,   Kathleen N.","Quality improvement, implementation, and dissemination strategies to
   improve mental health care for children and adolescents: a systematic
   review",2017,29
2587,"Viswanathan, Meera","Quality improvement, implementation, and dissemination strategies to
   improve mental health care for children and adolescents: a systematic
   review",2017,29
2638,"Searles, Andrew","Economic evaluation of a web-based menu planning intervention to improve
   childcare service adherence with dietary guidelines",2021,29
767,"Sullivan, Greer","Implementation of the CALM intervention for anxiety disorders: a
   qualitative study",2012,28
1156,"Mendel, Peter","Implementation of the CALM intervention for anxiety disorders: a
   qualitative study",2012,28
1494,"Craske,   Michelle G.","Implementation of the CALM intervention for anxiety disorders: a
   qualitative study",2012,28
1790,"Sherbourne, Cathy D.","Implementation of the CALM intervention for anxiety disorders: a
   qualitative study",2012,28
2030,"Stein, Murray B.","Implementation of the CALM intervention for anxiety disorders: a
   qualitative study",2012,28
2229,"McDaniel,   Ashley","Implementation of the CALM intervention for anxiety disorders: a
   qualitative study",2012,28
2380,"Roy-Byrne, Peter","Implementation of the CALM intervention for anxiety disorders: a
   qualitative study",2012,28
132,"Austin, J.","Compassion-based interventions for people with long-term physical
   conditions: a mixed methods systematic review",2021,27
545,"Drossaert, C. H. C.","Compassion-based interventions for people with long-term physical
   conditions: a mixed methods systematic review",2021,27
949,"Schroevers, M. J.","Compassion-based interventions for people with long-term physical
   conditions: a mixed methods systematic review",2021,27
1315,"Sanderman,   R.","Compassion-based interventions for people with long-term physical
   conditions: a mixed methods systematic review",2021,27
1640,"Kirby, J. N.","Compassion-based interventions for people with long-term physical
   conditions: a mixed methods systematic review",2021,27
1908,"Bohlmeijer, E. T.","Compassion-based interventions for people with long-term physical
   conditions: a mixed methods systematic review",2021,27
280,"Ten Hoor, Gill A.","A new direction in psychology and health: Resistance exercise training
   for obese children and adolescents",2016,26
322,"Wallace, L. M.","Planning for, implementing and assessing the impact of health promotion
   and behaviour change interventions: a way forward for health
   psychologists",2014,26
339,"Lauder, Sue","Development of an online intervention for bipolar disorder.
   www.moodswings.net.au",2013,26
359,"Stavri, Zoe","Classification systems in behavioural science: current systems and
   lessons from the natural, medical and social sciences",2012,26
364,"Cabassa, Leopoldo J.","Collaborative planning approach to inform the implementation of a
   healthcare manager intervention for hispanics with serious mental
   illness: a study protocol",2011,26
691,"Plasqui, Guy","A new direction in psychology and health: Resistance exercise training
   for obese children and adolescents",2016,26
750,"Chester, Andrea","Development of an online intervention for bipolar disorder.
   www.moodswings.net.au",2013,26
775,"Druss, Benjamin","Collaborative planning approach to inform the implementation of a
   healthcare manager intervention for hispanics with serious mental
   illness: a study protocol",2011,26
